what,kind,bundleId,bundleVersion,description,time
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1394578040849
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1394578044310
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1394578050180
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1394578062374
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1394578077025
opened,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1394578077167
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1394578077193
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1394578114576
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1394578114645
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1394578150675
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1394578191003
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1394578201894
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1394578228888
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1394578244486
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1394578251771
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1394578251846
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1394578270061
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1394578306160
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1394578321476
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1394578332318
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1394578341473
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1394578345557
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1394578372975
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1394578398358
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1394578411579
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1394578421110
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1394578528403
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1394578528469
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1394578542362
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1394578548577
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1394578562865
